id_compra,data_hora,produto,preco_unitario,quantidade,cliente,cidade,forma_pagamento,frete,avaliacao,valor_total
78566644,2026-01-08 21:33:48.321597,Carregador Portátil,766.75,3,Richard Spears,Belo Horizonte,Débito,39.81,2.0,2340.06
7148505,2026-05-26 21:33:48.321722,HD Externo 1TB,328.56,5,Lucas Lee,Manaus,Cartão de Crédito,32.46,2.0,1675.26
72963556,2026-04-04 21:33:48.321855,Carregador Portátil,1458.74,2,Erik Lopez,Salvador,Débito,43.7,1.0,2961.18
80097802,2026-01-07 21:33:48.321982,Notebook Pro,1517.27,5,Ana Johnson,Salvador,Pix,48.35,3.0,7634.700000000001
93598921,2026-01-17 21:33:48.322113,Smartwatch,590.09,1,Michael Obrien,Porto Alegre,Pix,40.05,,630.14
26942938,2025-12-19 21:33:48.322239,Caixa de Som,1701.79,3,Lawrence Ballard,Porto Alegre,Boleto,38.65,3.0,5144.0199999999995
53860164,2026-05-27 21:33:48.322366,Smartphone X,1578.41,2,Brent Bowers,Recife,Débito,10.07,4.0,3166.8900000000003
53413415,2026-05-25 21:33:48.322494,"Monitor 24""",188.47,1,Kelsey Burns,Brasília,Pix,10.94,5.0,199.41
64570789,2026-03-30 21:33:48.322623,Carregador Portátil,1115.39,2,Joshua Klein,Recife,Cartão de Crédito,5.75,1.0,2236.53
59428526,2025-12-16 21:33:48.322749,Tablet Mini,470.7,1,Elizabeth Brady,Salvador,Pix,33.29,5.0,503.99
80887908,2026-03-29 21:33:48.322878,Capinha para Celular,1418.53,1,Ray Black,Fortaleza,Boleto,17.49,3.0,1436.02
27150681,2026-01-02 21:33:48.323005,Teclado Mecânico,1845.8,2,Elizabeth Alvarez,Fortaleza,Pix,22.58,,3714.18
23179314,2026-05-28 21:33:48.323136,HD Externo 1TB,1304.15,3,Caitlin Jackson,Salvador,Boleto,7.61,1.0,3920.0600000000004
49976233,2026-04-03 21:33:48.323265,Fone de Ouvido Bluetooth,934.08,5,Virginia Miller,São Paulo,Pix,34.97,,4705.370000000001
79973377,2026-01-26 21:33:48.323394,Fone de Ouvido Bluetooth,74.7,2,Ryan Sutton,São Paulo,Boleto,27.34,3.0,176.74
17391176,2026-04-25 21:33:48.323521,Teclado Mecânico,1576.82,3,John Ortiz,Belo Horizonte,Pix,10.71,3.0,4741.17
3546812,2026-01-12 21:33:48.323650,Câmera Digital,1804.8,3,Joseph Blankenship,Salvador,Pix,28.57,3.0,5442.969999999999
45011232,2026-05-09 21:33:48.323776,HD Externo 1TB,200.29,4,Kimberly Torres,Fortaleza,Pix,7.49,5.0,808.65
10408865,2026-01-24 21:33:48.323912,Carregador Portátil,356.75,1,Steven Hoffman,Manaus,Cartão de Crédito,15.28,5.0,372.03
81928119,2025-12-13 21:33:48.324040,Smartphone X,1724.44,1,Gina Bauer,Porto Alegre,Cartão de Crédito,26.23,4.0,1750.67
10149672,2026-01-20 21:33:48.324170,Notebook Pro,1865.76,1,Kenneth Hogan,Fortaleza,Débito,15.1,2.0,1880.86
15164887,2026-03-29 21:33:48.324325,Roteador Wi-Fi,1454.56,3,Beverly Sanders,Rio de Janeiro,Pix,10.37,,4374.05
96103411,2025-12-26 21:33:48.324459,Notebook Pro,485.21,5,Trevor Gilbert,São Paulo,Débito,8.1,4.0,2434.1499999999996
5391130,2026-02-23 21:33:48.324588,Câmera Digital,1697.45,3,Julie Nelson,Rio de Janeiro,Débito,5.36,2.0,5097.71
12006272,2026-02-25 21:33:48.324717,"Monitor 24""",1579.79,5,Kaitlyn Mcknight,Porto Alegre,Débito,21.57,4.0,7920.5199999999995
34279159,2026-02-01 21:33:48.324848,SSD 500GB,1805.86,2,Mark Owens,Belo Horizonte,Cartão de Crédito,46.96,1.0,3658.68
65313252,2026-02-10 21:33:48.324975,Teclado Mecânico,725.53,1,Anthony Conner,Brasília,Cartão de Crédito,39.15,4.0,764.68
31275976,2026-03-01 21:33:48.325102,Fone de Ouvido Bluetooth,450.13,2,Alexander Herring,Salvador,Débito,48.25,2.0,948.51
52044911,2026-02-22 21:33:48.325234,Fone de Ouvido Bluetooth,135.61,2,Dawn Williams,Fortaleza,Débito,36.54,3.0,307.76000000000005
36072114,2026-04-09 21:33:48.325364,SSD 500GB,215.56,1,Danielle Baker,Fortaleza,Boleto,33.67,4.0,249.23000000000002
77513945,2026-01-01 21:33:48.325497,"Monitor 24""",1157.25,4,Reginald Miller,Belo Horizonte,Boleto,18.13,3.0,4647.13
55471002,2026-03-23 21:33:48.325624,SSD 500GB,1672.2,3,Walter Cummings,Brasília,Débito,17.24,1.0,5033.84
57249468,2026-02-02 21:33:48.325754,Notebook Pro,1570.88,5,Donna Suarez,Rio de Janeiro,Boleto,9.75,4.0,7864.150000000001
99085169,2026-04-11 21:33:48.325893,Carregador Portátil,842.7,5,John Gordon,Brasília,Boleto,25.34,4.0,4238.84
47201195,2026-02-18 21:33:48.326020,Caixa de Som,283.83,2,Lisa Savage,Curitiba,Cartão de Crédito,14.68,3.0,582.3399999999999
75791352,2026-01-19 21:33:48.326151,Fone de Ouvido Bluetooth,1436.76,3,Rhonda Dunn,Salvador,Cartão de Crédito,35.47,3.0,4345.75
71940472,2026-01-26 21:33:48.326281,Smartphone X,1906.59,4,Larry Elliott,Fortaleza,Boleto,9.26,1.0,7635.62
57280457,2026-01-17 21:33:48.326408,Fone de Ouvido Bluetooth,73.32,2,Jessica Morris,Belo Horizonte,Boleto,42.07,3.0,188.70999999999998
45638497,2026-06-06 21:33:48.326538,HD Externo 1TB,1878.27,1,Jessica Morgan,Manaus,Pix,46.28,1.0,1924.55
89041385,2025-12-18 21:33:48.326670,Fone de Ouvido Bluetooth,435.61,4,Kristen Anderson,Belo Horizonte,Cartão de Crédito,45.73,3.0,1788.17
84106880,2026-01-13 21:33:48.326800,Smartphone X,1887.45,1,Peter Nichols,Belo Horizonte,Débito,41.98,4.0,1929.43
88497416,2026-04-19 21:33:48.326927,Smartphone X,796.32,4,Eric Woods,Belo Horizonte,Pix,14.66,2.0,3199.94
8568447,2026-02-21 21:33:48.327053,Tablet Mini,919.72,2,James Shaw,São Paulo,Boleto,34.13,4.0,1873.5700000000002
86574626,2026-03-28 21:33:48.327180,Roteador Wi-Fi,1123.84,1,Tara Rivera,Rio de Janeiro,Pix,22.24,4.0,1146.08
93061066,2026-02-02 21:33:48.327378,HD Externo 1TB,1775.07,5,Michael Little,Porto Alegre,Cartão de Crédito,49.52,,8924.87
16457619,2026-03-14 21:33:48.327526,Mouse Sem Fio,1111.81,4,Aaron James,Brasília,Pix,22.48,2.0,4469.719999999999
16788420,2025-12-19 21:33:48.327657,Carregador Portátil,1214.38,1,Douglas Sandoval,Curitiba,Cartão de Crédito,41.39,4.0,1255.7700000000002
29362725,2026-04-27 21:33:48.327786,Carregador Portátil,1545.34,2,Oscar May,Belo Horizonte,Cartão de Crédito,16.15,2.0,3106.83
64869368,2026-02-19 21:33:48.327928,Teclado Mecânico,1641.76,1,Julie Macias,Porto Alegre,Débito,20.97,2.0,1662.73
6708063,2026-01-27 21:33:48.328059,Smartwatch,1205.41,3,Laurie Miller,Manaus,Cartão de Crédito,36.66,3.0,3652.8900000000003
32533358,2026-05-07 21:33:48.328190,"Monitor 24""",327.1,2,Jerry Martin,Recife,Pix,12.9,1.0,667.1
57480564,2026-01-05 21:33:48.328374,Smartphone X,503.62,2,Robert Green,São Paulo,Débito,5.03,5.0,1012.27
63567338,2026-02-02 21:33:48.328503,Câmera Digital,304.45,2,Jason Lynch,Brasília,Cartão de Crédito,5.99,5.0,614.89
64738268,2026-06-11 21:33:48.328631,Roteador Wi-Fi,326.22,1,Cory Heath,Fortaleza,Pix,48.23,3.0,374.45000000000005
92136940,2026-06-11 21:33:48.328758,HD Externo 1TB,821.41,1,Wanda Miller,Brasília,Pix,19.52,2.0,840.93
82493138,2026-04-03 21:33:48.328888,Câmera Digital,1296.57,4,Douglas Tran,Brasília,Boleto,36.82,5.0,5223.099999999999
57929969,2026-06-08 21:33:48.329015,Roteador Wi-Fi,1861.25,3,Amber Jimenez,Porto Alegre,Boleto,22.03,,5605.78
3384675,2026-06-07 21:33:48.329144,Tablet Mini,298.33,1,Jesse Massey,Manaus,Débito,43.28,5.0,341.61
70904113,2025-12-21 21:33:48.329299,Notebook Pro,1224.66,5,Stacie Abbott,Porto Alegre,Cartão de Crédito,47.15,2.0,6170.45
93677731,2026-03-07 21:33:48.329435,SSD 500GB,201.72,3,Paul Hansen,Brasília,Boleto,33.63,1.0,638.79
82645050,2026-06-02 21:33:48.329562,HD Externo 1TB,1472.11,3,Sarah Crawford,Recife,Cartão de Crédito,16.93,2.0,4433.26
3054021,2026-06-08 21:33:48.329691,Fone de Ouvido Bluetooth,733.44,1,Thomas Wheeler,São Paulo,Cartão de Crédito,22.37,,755.8100000000001
87317904,2026-03-30 21:33:48.329832,Notebook Pro,1774.88,4,Donald Parker,Salvador,Pix,29.57,1.0,7129.09
23985806,2026-04-14 21:33:48.329958,Câmera Digital,1734.9,2,Sheila Weaver,Belo Horizonte,Débito,8.32,1.0,3478.1200000000003
91776084,2026-02-26 21:33:48.330089,Smartphone X,671.5,1,Erica Sanders,Rio de Janeiro,Pix,12.65,4.0,684.15
16866842,2026-01-23 21:33:48.330218,SSD 500GB,196.25,1,Luis Cooke,Brasília,Débito,36.7,4.0,232.95
2888130,2026-05-29 21:33:48.330377,Notebook Pro,1234.27,4,Katherine Cisneros,Belo Horizonte,Cartão de Crédito,9.56,2.0,4946.64
8980594,2026-01-30 21:33:48.330510,Capinha para Celular,1409.53,5,Courtney Klein,Curitiba,Pix,18.38,1.0,7066.03
40107591,2025-12-25 21:33:48.330640,Capinha para Celular,1164.95,4,Roy Clark,Belo Horizonte,Cartão de Crédito,21.24,4.0,4681.04
20907508,2026-01-04 21:33:48.330768,Tablet Mini,1656.6,5,Maria Roman,Recife,Boleto,9.36,2.0,8292.36
31368774,2026-01-25 21:33:48.330902,HD Externo 1TB,619.03,1,William Clark,Recife,Cartão de Crédito,18.88,4.0,637.91
11491250,2026-04-12 21:33:48.331033,Mouse Sem Fio,1795.01,3,Steven Clark,Rio de Janeiro,Débito,13.32,4.0,5398.349999999999
55223566,2026-03-17 21:33:48.331160,Notebook Pro,919.26,3,Timothy Richardson,Recife,Débito,16.85,3.0,2774.6299999999997
61394417,2026-05-06 21:33:48.331290,Smartphone X,344.7,1,Jonathan Hart,Rio de Janeiro,Pix,41.37,4.0,386.07
21789538,2026-05-12 21:33:48.331417,Smartwatch,1129.52,4,Daniel Terrell,Fortaleza,Débito,48.45,,4566.53
9077730,2026-04-13 21:33:48.331545,"Monitor 24""",1769.23,4,Heather Harris,Curitiba,Cartão de Crédito,22.77,,7099.6900000000005
56377365,2025-12-21 21:33:48.331677,Teclado Mecânico,1163.88,5,Robert Jones,Manaus,Boleto,10.41,4.0,5829.81
8025217,2026-01-26 21:33:48.331806,Notebook Pro,1945.72,2,Scott Pham,Belo Horizonte,Cartão de Crédito,24.05,,3915.4900000000002
86157213,2026-04-03 21:33:48.331951,Smartwatch,1994.67,2,Donna Molina,Manaus,Pix,19.39,,4008.73
37648850,2025-12-30 21:33:48.332082,Fone de Ouvido Bluetooth,806.79,4,David Gray,Fortaleza,Pix,43.55,5.0,3270.71
63501544,2026-04-09 21:33:48.332211,Roteador Wi-Fi,1753.26,5,Patrick Obrien,Manaus,Débito,10.06,2.0,8776.359999999999
15635670,2026-01-19 21:33:48.332341,"Monitor 24""",1196.47,1,Austin Campbell,Rio de Janeiro,Cartão de Crédito,40.36,5.0,1236.83
83219225,2026-03-11 21:33:48.332470,Roteador Wi-Fi,851.24,4,Emma Coleman,Recife,Débito,6.69,3.0,3411.65
66829328,2026-03-26 21:33:48.332625,Notebook Pro,1255.58,4,Andrew Bailey,São Paulo,Débito,45.03,3.0,5067.349999999999
3184313,2026-06-07 21:33:48.332758,Smartwatch,146.12,4,Michelle Wilson,Curitiba,Pix,5.91,3.0,590.39
24073687,2026-03-02 21:33:48.332890,Tablet Mini,1693.55,1,Lisa Randall,Porto Alegre,Boleto,18.52,,1712.07
96291134,2026-04-05 21:33:48.333021,Câmera Digital,1660.36,3,Tanya Newton,Salvador,Cartão de Crédito,13.46,2.0,4994.54
29456732,2026-03-27 21:33:48.333154,SSD 500GB,994.7,5,Alan Hughes,Brasília,Cartão de Crédito,28.19,2.0,5001.69
50609482,2025-12-29 21:33:48.333285,Tablet Mini,1433.66,4,Sara Walton,Belo Horizonte,Cartão de Crédito,12.82,2.0,5747.46
82384964,2025-12-27 21:33:48.333417,Smartwatch,114.49,1,Scott Harrison,Brasília,Boleto,17.33,4.0,131.82
93262084,2026-04-21 21:33:48.333562,Capinha para Celular,1289.05,1,Angela Leon,São Paulo,Boleto,21.76,5.0,1310.81
83139304,2026-04-06 21:33:48.333730,Notebook Pro,1923.01,4,Melinda Park,Manaus,Pix,20.49,3.0,7712.53
5086026,2026-06-07 21:33:48.333952,Fone de Ouvido Bluetooth,605.89,4,Gene Ochoa,São Paulo,Boleto,43.42,2.0,2466.98
45277066,2026-02-07 21:33:48.334128,HD Externo 1TB,488.97,2,Elizabeth Kim,Curitiba,Débito,28.1,,1006.0400000000001
35833219,2025-12-15 21:33:48.334352,Mouse Sem Fio,1827.46,2,Brittany Ward,Manaus,Cartão de Crédito,15.07,5.0,3669.9900000000002
68268039,2026-03-01 21:33:48.334509,SSD 500GB,1935.7,3,Dustin Harris,Salvador,Débito,43.32,4.0,5850.42
70310139,2026-02-15 21:33:48.334659,Smartwatch,960.06,5,Eduardo Allen,Manaus,Débito,31.3,1.0,4831.599999999999
92636935,2026-04-22 21:33:48.334841,HD Externo 1TB,1934.65,3,Andrew Davis,Fortaleza,Pix,18.43,1.0,5822.380000000001
96881813,2026-04-15 21:33:48.334989,Fone de Ouvido Bluetooth,705.75,3,Andrew Rogers,Brasília,Pix,16.75,,2134.0
48795157,2026-05-28 21:33:48.335126,Tablet Mini,417.3,5,Amanda Joseph,Porto Alegre,Cartão de Crédito,41.24,5.0,2127.74
85446982,2026-03-26 21:33:48.335321,HD Externo 1TB,673.19,2,Morgan Oconnell,São Paulo,Débito,49.89,3.0,1396.2700000000002
37487036,2026-03-30 21:33:48.335488,Capinha para Celular,807.14,1,Charles Erickson,Manaus,Boleto,20.44,,827.58
99539360,2026-02-07 21:33:48.335631,HD Externo 1TB,1092.54,4,Nichole Valencia,Brasília,Pix,43.04,,4413.2
81797339,2026-05-04 21:33:48.335783,Notebook Pro,622.88,4,Kayla Nelson MD,Belo Horizonte,Pix,37.63,5.0,2529.15
52711936,2026-01-28 21:33:48.335981,HD Externo 1TB,1804.2,1,Sharon Lane,Porto Alegre,Pix,15.05,3.0,1819.25
1716657,2026-03-30 21:33:48.336127,Câmera Digital,1779.34,3,Nathan Martin,Curitiba,Pix,25.87,1.0,5363.889999999999
71817337,2026-04-12 21:33:48.336286,Smartphone X,1739.47,5,Jose Rodgers,Manaus,Cartão de Crédito,26.25,2.0,8723.6
18488623,2026-04-20 21:33:48.336446,Fone de Ouvido Bluetooth,1741.62,4,Melissa Mayo,Fortaleza,Pix,23.59,2.0,6990.07
95535321,2026-01-17 21:33:48.336584,Smartwatch,718.21,5,Michelle House,Recife,Boleto,19.24,,3610.29
66860011,2026-01-28 21:33:48.336715,Câmera Digital,207.58,3,Alec Freeman,Belo Horizonte,Pix,33.55,1.0,656.29
14863536,2026-04-07 21:33:48.336857,Tablet Mini,458.3,2,Donald Mcintosh,Manaus,Boleto,27.03,1.0,943.63
57379430,2026-01-15 21:33:48.336985,"Monitor 24""",895.74,4,Brandy Thomas,Salvador,Débito,48.44,4.0,3631.4
86473709,2025-12-14 21:33:48.337114,Smartphone X,1090.88,3,Lance Wright,São Paulo,Pix,39.06,5.0,3311.7000000000003
35553731,2026-01-30 21:33:48.337249,Smartphone X,1369.66,2,Christopher Ward,Porto Alegre,Pix,19.04,1.0,2758.36
2327292,2026-03-21 21:33:48.337396,Teclado Mecânico,1197.91,2,Deanna Gregory,Rio de Janeiro,Cartão de Crédito,18.42,3.0,2414.2400000000002
60158307,2026-04-08 21:33:48.337551,SSD 500GB,1064.56,5,Justin Kirby,Brasília,Débito,44.96,2.0,5367.759999999999
9318151,2026-03-10 21:33:48.337686,Roteador Wi-Fi,1005.85,2,Jim Malone,Belo Horizonte,Débito,5.86,2.0,2017.56
96681256,2026-01-15 21:33:48.337818,Smartwatch,1481.45,5,Robert Brewer,Fortaleza,Boleto,10.54,,7417.79
21364106,2026-05-28 21:33:48.337988,Câmera Digital,122.86,3,Miranda Stanton,Fortaleza,Cartão de Crédito,31.73,1.0,400.31
45869541,2026-05-31 21:33:48.338126,Fone de Ouvido Bluetooth,1324.46,1,Michael Price,São Paulo,Cartão de Crédito,23.75,4.0,1348.21
76834067,2026-01-13 21:33:48.338253,Teclado Mecânico,542.84,2,Sarah Cox,Porto Alegre,Cartão de Crédito,18.55,,1104.23
77028551,2026-01-07 21:33:48.338423,HD Externo 1TB,1064.6,5,James Pope,Manaus,Boleto,23.85,1.0,5346.85
19437767,2026-04-22 21:33:48.338640,SSD 500GB,1254.51,3,Susan Jenkins,Rio de Janeiro,Cartão de Crédito,27.4,5.0,3790.93
58569714,2026-02-02 21:33:48.338798,Câmera Digital,562.84,5,Lauren Jones,Porto Alegre,Pix,36.65,3.0,2850.8500000000004
76012794,2026-01-23 21:33:48.338942,Smartphone X,1118.87,2,Jason Anderson,Recife,Pix,15.55,1.0,2253.29
1464189,2026-06-02 21:33:48.339074,Fone de Ouvido Bluetooth,1818.42,5,Abigail French,Recife,Boleto,47.73,5.0,9139.83
78011845,2026-01-01 21:33:48.339219,SSD 500GB,1460.97,3,Theresa Anderson,Porto Alegre,Débito,49.49,3.0,4432.4
31797394,2026-02-18 21:33:48.339438,Mouse Sem Fio,147.66,2,Katie Burke,São Paulo,Pix,21.21,,316.53
22307422,2026-03-03 21:33:48.339579,Capinha para Celular,1490.15,1,Tonya Gray,São Paulo,Cartão de Crédito,43.34,,1533.49
3111400,2026-05-27 21:33:48.339719,Notebook Pro,690.89,4,Mary Campbell,Manaus,Pix,44.53,1.0,2808.09
39999957,2026-03-18 21:33:48.339880,Caixa de Som,718.31,1,Victoria Wolfe,Salvador,Débito,48.3,3.0,766.6099999999999
83156869,2026-03-21 21:33:48.340012,SSD 500GB,1708.81,4,Krystal Garcia,Belo Horizonte,Cartão de Crédito,10.96,,6846.2
19648166,2025-12-28 21:33:48.340141,Caixa de Som,360.82,4,Morgan Allen,Manaus,Débito,41.1,,1484.3799999999999
94224779,2026-04-04 21:33:48.340270,Notebook Pro,1242.08,3,Kelly Ortiz,Manaus,Cartão de Crédito,43.82,,3770.06
22690335,2026-01-15 21:33:48.340398,Mouse Sem Fio,1844.78,1,Paul Burns,Salvador,Débito,7.07,3.0,1851.85
36596753,2026-05-29 21:33:48.340528,Carregador Portátil,74.1,5,Joshua Allen,Manaus,Boleto,49.01,,419.51
76355176,2026-03-09 21:33:48.340657,Teclado Mecânico,1070.05,5,Tim Flynn,Rio de Janeiro,Débito,34.78,2.0,5385.03
9180029,2026-04-15 21:33:48.340783,Carregador Portátil,1344.24,4,Thomas Maldonado,Belo Horizonte,Cartão de Crédito,5.52,2.0,5382.4800000000005
70180983,2026-04-21 21:33:48.340910,Caixa de Som,965.11,4,Joe Murray,Belo Horizonte,Cartão de Crédito,38.81,3.0,3899.25
55303217,2026-02-12 21:33:48.341052,Carregador Portátil,1941.78,1,Larry Miller,Fortaleza,Boleto,29.77,4.0,1971.55
61589147,2026-03-26 21:33:48.341179,Caixa de Som,508.25,4,Mitchell Rodgers,Recife,Débito,8.96,4.0,2041.96
31810175,2026-04-06 21:33:48.341306,Carregador Portátil,281.48,4,Elizabeth Hernandez,São Paulo,Cartão de Crédito,23.15,1.0,1149.0700000000002
95600709,2026-05-04 21:33:48.341437,Teclado Mecânico,50.33,1,Katelyn Terry,Manaus,Pix,45.05,5.0,95.38
43976726,2026-02-03 21:33:48.341565,HD Externo 1TB,1359.38,3,Brian Wilson,Brasília,Cartão de Crédito,41.75,4.0,4119.89
63355474,2026-03-07 21:33:48.341691,Teclado Mecânico,1546.46,5,Diane Bell,Recife,Pix,37.22,1.0,7769.52
61393070,2026-01-06 21:33:48.341819,Câmera Digital,1334.87,1,Alison Meadows,Brasília,Pix,42.34,3.0,1377.2099999999998
21746637,2026-05-02 21:33:48.341948,Teclado Mecânico,779.09,1,Ashley Gomez,São Paulo,Boleto,27.16,,806.25
11329839,2026-03-27 21:33:48.342076,Fone de Ouvido Bluetooth,545.86,2,Brittany Hammond,Porto Alegre,Cartão de Crédito,46.86,4.0,1138.58
40144285,2026-02-06 21:33:48.342203,Mouse Sem Fio,1657.88,2,Brittney Williams,Brasília,Cartão de Crédito,39.07,1.0,3354.8300000000004
600691,2026-05-24 21:33:48.342338,Caixa de Som,1360.68,1,Maria Bradford,Recife,Débito,34.63,5.0,1395.3100000000002
69091346,2026-01-16 21:33:48.342466,Mouse Sem Fio,58.46,1,James Williams,Fortaleza,Débito,42.75,4.0,101.21000000000001
42612596,2026-04-22 21:33:48.342596,Câmera Digital,1846.27,2,Sherry White,Manaus,Boleto,37.87,2.0,3730.41
86186769,2026-01-08 21:33:48.342723,Capinha para Celular,1332.17,5,Angela Green,Brasília,Débito,23.84,5.0,6684.6900000000005
12125207,2026-06-08 21:33:48.342851,Câmera Digital,534.07,4,Valerie Gonzalez,Brasília,Pix,25.38,2.0,2161.6600000000003
29540649,2026-01-17 21:33:48.342979,Capinha para Celular,1224.92,5,Carmen Thompson,Curitiba,Pix,37.03,5.0,6161.63
73733864,2026-05-23 21:33:48.343119,Smartwatch,441.73,5,Sean Ewing,Curitiba,Pix,46.45,2.0,2255.1
45736027,2026-05-28 21:33:48.343245,Notebook Pro,1032.59,3,Marcus Gonzalez,Rio de Janeiro,Pix,30.3,5.0,3128.0699999999997
88576457,2026-05-08 21:33:48.343371,HD Externo 1TB,1434.74,5,Marcus Gilbert,Curitiba,Débito,41.37,5.0,7215.07
55280687,2026-01-09 21:33:48.343502,Smartphone X,792.7,1,Emily Schultz,São Paulo,Boleto,17.01,2.0,809.71
5999560,2026-02-24 21:33:48.343631,HD Externo 1TB,538.59,1,Michael Watson,Curitiba,Boleto,38.91,1.0,577.5
36412016,2026-03-14 21:33:48.343759,Caixa de Som,932.56,5,Jeffrey Rodriguez,Fortaleza,Boleto,38.41,5.0,4701.209999999999
4885926,2026-03-22 21:33:48.344126,Smartwatch,1046.3,3,Paula Thomas,São Paulo,Débito,22.44,,3161.3399999999997
35518713,2026-03-03 21:33:48.344385,Teclado Mecânico,154.91,3,John Smith,Porto Alegre,Débito,42.35,,507.08000000000004
95144666,2026-06-11 21:33:48.344586,SSD 500GB,1312.88,5,Julian Foster,Fortaleza,Boleto,39.93,2.0,6604.330000000001
81114362,2026-02-26 21:33:48.344722,Mouse Sem Fio,395.98,1,Tracey Alvarez,Belo Horizonte,Boleto,38.08,1.0,434.06
37910877,2026-03-19 21:33:48.344855,Smartphone X,885.59,5,Elizabeth Johnson,Curitiba,Boleto,12.24,3.0,4440.19
56461125,2025-12-14 21:33:48.344986,Carregador Portátil,959.35,2,Susan Harvey,São Paulo,Boleto,46.79,5.0,1965.49
27918914,2025-12-26 21:33:48.345115,Câmera Digital,1868.14,5,Jordan Walton,Curitiba,Débito,40.55,5.0,9381.25
35289305,2026-03-14 21:33:48.345254,Fone de Ouvido Bluetooth,1578.86,3,Angela Anderson,Fortaleza,Boleto,48.06,5.0,4784.64
24945705,2025-12-30 21:33:48.345411,Câmera Digital,1035.02,4,Mr. David Moses,Fortaleza,Débito,9.14,2.0,4149.22
83013553,2026-02-05 21:33:48.345563,HD Externo 1TB,697.17,3,Kathleen Olson,Curitiba,Boleto,47.76,5.0,2139.27
2630435,2026-04-27 21:33:48.345695,Mouse Sem Fio,1993.43,1,Mary Castro,Rio de Janeiro,Pix,25.06,,2018.49
12634763,2026-05-19 21:33:48.345825,Roteador Wi-Fi,1261.21,1,Beth Smith,Brasília,Débito,46.22,1.0,1307.43
52633904,2026-03-21 21:33:48.345954,Tablet Mini,1103.46,3,Rebecca Kim,São Paulo,Pix,28.14,5.0,3338.52
36536465,2026-04-06 21:33:48.346083,Mouse Sem Fio,135.51,2,Sara Hill,Brasília,Cartão de Crédito,47.67,2.0,318.69
41532577,2026-04-29 21:33:48.346214,Teclado Mecânico,64.29,1,Elizabeth Turner,Porto Alegre,Boleto,43.92,4.0,108.21000000000001
33549214,2026-01-08 21:33:48.346344,Smartwatch,1098.62,4,Jeffrey Campbell,Rio de Janeiro,Boleto,6.07,,4400.549999999999
16364971,2026-03-07 21:33:48.346471,Smartphone X,220.67,1,Ryan Bennett,Belo Horizonte,Pix,30.11,5.0,250.77999999999997
65466783,2026-02-09 21:33:48.346597,Roteador Wi-Fi,554.36,4,William Farmer,Recife,Débito,24.49,1.0,2241.93
90915775,2026-03-22 21:33:48.346723,HD Externo 1TB,280.7,1,Stephen Vaughn,Manaus,Cartão de Crédito,39.02,5.0,319.71999999999997
64632241,2025-12-24 21:33:48.346849,SSD 500GB,1704.09,3,Amy Perez,Fortaleza,Cartão de Crédito,18.04,,5130.3099999999995
30649915,2026-02-28 21:33:48.346978,"Monitor 24""",218.69,4,Danielle Perez,Salvador,Débito,42.0,1.0,916.76
95644509,2026-04-13 21:33:48.347106,Notebook Pro,1090.26,2,Rachel Salas,Salvador,Pix,48.21,2.0,2228.73
79377342,2026-02-27 21:33:48.347235,HD Externo 1TB,1779.61,3,Leah Jones DVM,São Paulo,Boleto,10.55,1.0,5349.38
42109053,2026-05-08 21:33:48.347371,"Monitor 24""",818.46,5,Katie Wheeler,Rio de Janeiro,Pix,14.45,,4106.75
45582883,2026-03-11 21:33:48.347500,Smartwatch,854.68,5,Jessica Nunez,Belo Horizonte,Boleto,13.28,5.0,4286.679999999999
1885989,2026-02-15 21:33:48.347635,Smartwatch,273.51,5,Thomas Patterson,São Paulo,Débito,34.01,1.0,1401.56
98229596,2026-02-25 21:33:48.347762,HD Externo 1TB,181.36,1,Jacob Wood,Porto Alegre,Débito,47.82,3.0,229.18
21478911,2026-01-14 21:33:48.347893,HD Externo 1TB,1328.17,1,Matthew Rivera,Curitiba,Cartão de Crédito,45.51,3.0,1373.68
32478454,2026-04-16 21:33:48.348022,Mouse Sem Fio,690.27,3,Annette Maynard,Manaus,Boleto,30.45,3.0,2101.2599999999998
85984271,2026-03-03 21:33:48.348150,Capinha para Celular,378.85,3,Tina Harris,Porto Alegre,Boleto,37.05,,1173.6000000000001
85406037,2026-04-03 21:33:48.348280,Tablet Mini,1688.21,2,Jeffrey Meadows,Brasília,Débito,25.83,3.0,3402.25
27924599,2026-03-01 21:33:48.348405,Mouse Sem Fio,1125.76,2,Michael Sutton,Manaus,Cartão de Crédito,42.88,2.0,2294.4
66464924,2026-04-29 21:33:48.348544,Smartwatch,563.31,1,Peter Cunningham,Rio de Janeiro,Cartão de Crédito,43.23,,606.54
37482414,2025-12-20 21:33:48.348673,Caixa de Som,1184.69,4,Kevin Williams,Manaus,Boleto,45.78,5.0,4784.54
95646737,2026-02-17 21:33:48.348800,Teclado Mecânico,1793.27,5,Barbara Tate,Recife,Boleto,21.46,2.0,8987.81
58289311,2026-05-12 21:33:48.348928,SSD 500GB,1721.47,2,Carol Wood,Recife,Cartão de Crédito,22.86,5.0,3465.8
10797206,2025-12-15 21:33:48.349056,HD Externo 1TB,515.82,5,Jacob Hernandez,Belo Horizonte,Boleto,25.08,2.0,2604.1800000000003
94851467,2026-05-06 21:33:48.349186,"Monitor 24""",1335.86,2,Mr. Isaac Campos IV,Recife,Pix,6.82,4.0,2678.54
